Account Balance,Amount,Transaction_Hour,Login Location Match,Spending Pattern Deviation,User Device Recognition,Transaction_Day,Type_Withdrawal,Type_Transfer,Type_Deposit,Location_New York,Location_Texas,Location_Florida,Location_California
0.4769814481657671,1.279265501010441,-1.0909371606494176,1,0,1,0.8824436941098722,0,0,1,1,0,0,0
-0.7767614408505067,-1.50168115784768,0.2064932592782685,1,0,1,-0.2980829869735688,0,0,1,0,1,0,0
1.4782631348816944,1.0173261896627723,0.3506521948257892,1,0,1,1.4727070346515927,1,0,0,0,0,0,1
-0.7135943993540579,-1.3698149515117204,1.6480826147534753,0,0,1,1.4727070346515927,0,1,0,1,0,0,0
-1.1478128349131955,1.2335065320022722,0.2064932592782685,1,0,1,1.4727070346515927,0,1,0,1,0,0,0
0.2256412991616037,-1.2317321954484943,-1.5234139672919795,0,0,1,0.2921803535681517,0,1,0,0,0,1,0
0.4160823837223646,-1.171963314148124,-1.5234139672919795,0,0,0,0.2921803535681517,0,0,1,0,1,0,0
-0.1614325335496048,1.4920724406640449,-0.0818246118167728,1,0,1,-1.4786096680570098,0,1,0,1,0,0,0
-0.2187011100107536,1.4207495679513806,1.5039236792059545,0,0,0,0.8824436941098722,0,1,0,1,0,0,0
-0.2188735797486281,1.4049535313828825,1.359764743658434,1,1,1,-1.4786096680570098,0,1,0,0,0,1,0
-0.091711642013934,1.4431075181208823,0.927287937015872,1,1,1,-0.8883463275152893,0,0,1,0,0,1,0
-0.29944281779659,0.0803853969299846,-0.5143014184593349,0,1,1,-1.4786096680570098,1,0,0,0,1,0,0
-1.520606173328415,1.1921117064895077,1.2156058081109131,0,0,1,1.4727070346515927,1,0,0,0,0,0,1
-0.0236637069356433,-0.3237670828698461,0.6389700659208305,1,0,1,-1.4786096680570098,1,0,0,1,0,0,0
-0.6763581829470042,1.1954885976993812,-0.3701424829118142,1,0,1,-0.2980829869735688,1,0,0,0,1,0,0
-0.838703947208048,-0.33894565069439,-0.3701424829118142,1,0,1,0.8824436941098722,1,0,0,0,1,0,0
-1.5297298224619638,-0.8396534971335513,-1.2350960961969382,1,0,0,-1.4786096680570098,0,0,1,1,0,0,0
0.8683584008369384,-0.666758760302427,-1.2350960961969382,0,0,1,-0.2980829869735688,1,0,0,0,0,1,0
0.8506888761917198,-0.1960836167824795,1.0714468725633923,1,0,1,-0.8883463275152893,1,0,0,0,0,1,0
-1.2296324785607462,1.628676062560963,1.5039236792059545,1,0,0,0.8824436941098722,0,0,1,1,0,0,0
-0.5644684405010761,-0.2484847354431263,-1.2350960961969382,1,0,1,-1.4786096680570098,1,0,0,0,1,0,0
1.2678500546750937,0.9718811878125464,-0.2259835473642935,1,0,1,-0.8883463275152893,0,0,1,1,0,0,0
0.3530791884768964,0.4816249592089019,0.0623343237307478,0,0,0,-0.8883463275152893,0,1,0,1,0,0,0
0.3923333008170786,-0.6806500627794057,-0.5143014184593349,0,0,1,-0.2980829869735688,0,1,0,0,0,1,0
1.097148131614042,-0.8021867496190485,0.7831290014683512,0,0,1,0.2921803535681517,1,0,0,0,0,1,0
-0.1975390731735816,-1.1698667112378616,1.359764743658434,0,0,1,-0.2980829869735688,1,0,0,0,0,1,0
0.4437379061905028,-1.6473933158489158,1.0714468725633923,1,0,1,0.2921803535681517,0,1,0,0,0,0,1
-1.534895291111298,-0.6947611422669441,0.6389700659208305,1,0,1,0.2921803535681517,1,0,0,0,0,0,1
-0.4451366288658734,-1.1053290176607384,1.6480826147534753,1,0,1,-1.4786096680570098,0,1,0,0,0,1,0
1.5000633097490008,1.428138261734967,0.3506521948257892,1,0,1,-0.2980829869735688,0,0,1,1,0,0,0
-0.0037003347766977,-1.4855223147855594,0.6389700659208305,1,0,0,0.2921803535681517,1,0,0,0,0,1,0
0.9498503519825277,-0.5889123477525079,-0.9467782251018968,1,0,1,1.4727070346515927,0,0,1,0,0,1,0
-1.4206685837171735,0.5603016404653807,-0.8026192895543761,0,0,1,-0.8883463275152893,0,1,0,1,0,0,0
-0.2674324344471269,-0.4932430662033714,0.7831290014683512,1,1,1,-0.8883463275152893,1,0,0,0,0,1,0
0.1927599436358754,-1.309177427741042,0.4948111303733098,1,1,1,0.2921803535681517,0,1,0,0,1,0,0
0.7911178287299495,-0.5156184589927588,-0.9467782251018968,0,0,1,0.2921803535681517,1,0,0,0,1,0,0
-1.0897077802233568,0.3682444414278165,-0.3701424829118142,1,0,1,1.4727070346515927,0,1,0,1,0,0,0
