Amount,Account Balance,Suspicious Activity Flag,User Device Recognition,Known Threat Flag,Login Location Match,Spending Pattern Deviation,Transaction_Hour,Transaction_Day,Transaction_Month,High_Value_Transaction,Low_Balance,Type_Deposit,Type_Transfer,Type_Withdrawal,Location_California,Location_Florida,Location_New York,Location_Texas,Transaction_Weekday_Friday,Transaction_Weekday_Monday,Transaction_Weekday_Saturday,Transaction_Weekday_Sunday,Transaction_Weekday_Thursday,Transaction_Weekday_Wednesday
1.666495150997157,-1.094002276696426,0,1,0,0,0,-0.3701424829118142,-0.8883463275152893,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1.2069274678204287,-0.7774082023675352,0,0,0,0,1,0.6389700659208305,-0.8883463275152893,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.15826801687026235,-0.8042099996331955,1,1,0,1,0,0.062334323730747855,-0.8883463275152893,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0.9590399310526874,-0.18327582585138014,0,0,0,1,0,-0.9467782251018968,0.8824436941098722,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-1.0714414957467833,0.05825941855463158,0,1,0,1,0,1.6480826147534753,-0.29808298697356883,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0.2167343565765716,-0.2557821036537202,0,1,0,0,0,-0.3701424829118142,-0.8883463275152893,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
-1.4845071543082113,-0.42226714162374623,0,1,0,1,0,-0.8026192895543761,-0.8883463275152893,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
-0.5305981809506057,0.5996246787681554,0,1,0,1,0,-0.3701424829118142,-0.29808298697356883,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
-0.9569446502930125,-0.8553386534260208,0,1,1,1,0,0.49481113037330987,-1.4786096680570098,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0.7628906933899361,0.45360317519691074,0,0,0,1,0,0.3506521948257892,-0.8883463275152893,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
-0.0352696384841971,1.587971135143513,0,0,0,0,0,0.062334323730747855,1.4727070346515927,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.8750711589228846,-0.08462313578730163,0,1,0,0,0,1.6480826147534753,0.8824436941098722,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0.05264814278773015,0.05136925252655457,1,1,0,0,0,-1.6675729028395,-0.8883463275152893,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
-1.443119305843401,0.8001638664814549,0,1,0,0,0,-0.5143014184593349,0.8824436941098722,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.8202978439577812,0.03825292896121684,0,1,0,1,1,-0.08182461181677281,0.8824436941098722,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1.1616568921690595,-1.2155589479502062,0,1,0,1,0,-1.6675729028395,-0.29808298697356883,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1.406882685142242,0.3946012778701253,0,1,0,1,0,-0.9467782251018968,-0.29808298697356883,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0.25041605557587565,0.043004470239652974,0,1,0,0,0,-0.9467782251018968,0.29218035356815175,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.8838447967253963,1.5700687763521646,0,1,0,0,0,-0.08182461181677281,-1.4786096680570098,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0.8784689812766205,-1.3911503880799934,0,1,0,1,0,1.0714468725633925,0.29218035356815175,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-1.2015111122345148,0.13853545804820702,0,0,0,1,0,0.9272879370158719,-1.4786096680570098,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
-1.171963314148124,0.4160823837223646,0,0,0,0,0,-1.5234139672919795,0.29218035356815175,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-1.4975333028388589,0.4263098391783085,0,1,0,0,0,0.7831290014683512,0.29218035356815175,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
-0.6288768784346442,-1.5060238569911464,0,1,0,1,0,-0.9467782251018968,-0.29808298697356883,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
-0.09311285454918528,-0.5811376406666235,1,1,0,1,1,0.9272879370158719,0.29218035356815175,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1.7360493420534098,-0.8063400008959425,0,1,0,0,0,1.5039236792059545,-0.29808298697356883,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
-0.24141349734145984,0.6335925936424914,1,1,0,1,0,-0.6584603540068555,-0.29808298697356883,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0.7884685511903395,0.8247752980761122,0,0,0,1,0,-1.3792550317444587,0.29218035356815175,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
