Account Balance,Amount,Transaction_Hour,Login Location Match,Spending Pattern Deviation,User Device Recognition,Transaction_Day,Type_Withdrawal,Type_Transfer,Type_Deposit,Location_New York,Location_Texas,Location_Florida,Location_California
1.566860839227703,0.3120582742519711,-1.5234139672919795,0,0,0,-0.8883463275152893,1,0,0,0,1,0,0
0.93673402841719,0.5955322441105358,1.359764743658434,0,0,1,-0.2980829869735688,1,0,0,0,0,1,0
-0.0957301869064042,-1.5351954076960816,0.0623343237307478,1,0,1,1.4727070346515927,0,0,1,0,0,1,0
-1.1132412759562995,-0.5510479085046108,-1.0909371606494176,1,0,1,0.2921803535681517,1,0,0,0,0,0,1
-0.1871736419273384,0.5993905516292545,1.2156058081109131,1,0,0,1.4727070346515927,0,0,1,0,0,1,0
0.036830053623754,-1.4987996370425614,1.6480826147534753,1,0,1,1.4727070346515927,1,0,0,0,1,0,0
-1.5813327680339433,-1.4734659759205573,-1.0909371606494176,1,0,1,-1.4786096680570098,0,0,1,1,0,0,0
0.2545558507162236,0.1898238826168997,0.927287937015872,1,0,1,0.2921803535681517,1,0,0,1,0,0,0
-1.191413184647809,1.6646218136214317,-0.5143014184593349,0,0,1,-0.8883463275152893,0,1,0,1,0,0,0
-1.5289278381808484,-0.5817713391712986,-1.0909371606494176,0,0,1,0.8824436941098722,1,0,0,0,1,0,0
-0.2713819914444474,-0.625154623351034,0.2064932592782685,0,0,1,1.4727070346515927,1,0,0,0,0,0,1
0.8430570902907838,-0.8002122450479862,1.359764743658434,1,1,1,1.4727070346515927,0,0,1,0,1,0,0
0.6349292341110171,0.9970020489719446,-0.9467782251018968,1,0,1,-0.8883463275152893,1,0,0,0,0,0,1
0.1386993042991876,-1.2432268819531764,0.3506521948257892,1,1,1,0.8824436941098722,0,0,1,0,0,0,1
-0.4083402102903998,0.5122228030124126,-1.5234139672919795,1,0,1,-0.8883463275152893,0,1,0,1,0,0,0
-1.3322002316745705,-1.48376409870108,-1.5234139672919795,1,0,1,-0.2980829869735688,1,0,0,1,0,0,0
-0.2835756019121577,-1.4018640212897222,-0.3701424829118142,1,0,0,-1.4786096680570098,1,0,0,0,0,0,1
-1.584644187001129,0.1556886755005675,1.5039236792059545,0,0,1,1.4727070346515927,0,0,1,1,0,0,0
-0.9948408009056184,-0.2211033107465402,-1.2350960961969382,1,0,0,0.8824436941098722,0,1,0,0,0,0,1
