Amount,Account Balance,User Device Recognition,Known Threat Flag,Login Location Match,Spending Pattern Deviation,Transaction_Hour,Transaction_Day,Transaction_Month,High_Value_Transaction,Low_Balance,Type_Deposit,Type_Transfer,Type_Withdrawal,Location_California,Location_Florida,Location_New York,Location_Texas,Transaction_Weekday_Friday,Transaction_Weekday_Monday,Transaction_Weekday_Saturday,Transaction_Weekday_Sunday,Transaction_Weekday_Thursday,Transaction_Weekday_Wednesday
0.3120582742519711,1.566860839227703,0,0,0,0,-1.5234139672919795,-0.8883463275152893,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.5955322441105358,0.93673402841719,1,0,0,0,1.359764743658434,-0.2980829869735688,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
-1.5351954076960816,-0.0957301869064042,1,0,1,0,0.0623343237307478,1.4727070346515927,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.5510479085046108,-1.1132412759562995,1,0,1,0,-1.0909371606494176,0.2921803535681517,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0.5993905516292545,-0.1871736419273384,0,0,1,0,1.2156058081109131,1.4727070346515927,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-1.4987996370425614,0.036830053623754,1,1,1,0,1.6480826147534753,1.4727070346515927,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
-1.4734659759205573,-1.5813327680339433,1,0,1,0,-1.0909371606494176,-1.4786096680570098,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.1898238826168997,0.2545558507162236,1,0,1,0,0.927287937015872,0.2921803535681517,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1.6646218136214317,-1.191413184647809,1,0,0,0,-0.5143014184593349,-0.8883463275152893,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
-0.5817713391712986,-1.5289278381808484,1,0,0,0,-1.0909371606494176,0.8824436941098722,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
-0.625154623351034,-0.2713819914444474,1,0,0,0,0.2064932592782685,1.4727070346515927,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.8002122450479862,0.8430570902907838,1,0,1,1,1.359764743658434,1.4727070346515927,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.9970020489719446,0.6349292341110171,1,0,1,0,-0.9467782251018968,-0.8883463275152893,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
-1.2432268819531764,0.1386993042991876,1,0,1,1,0.3506521948257892,0.8824436941098722,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0.5122228030124126,-0.4083402102903998,1,0,1,0,-1.5234139672919795,-0.8883463275152893,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
-1.48376409870108,-1.3322002316745705,1,0,1,0,-1.5234139672919795,-0.2980829869735688,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
-1.4018640212897222,-0.2835756019121577,0,0,1,0,-0.3701424829118142,-1.4786096680570098,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0.1556886755005675,-1.584644187001129,1,0,0,0,1.5039236792059545,1.4727070346515927,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
-0.2211033107465402,-0.9948408009056184,0,0,1,0,-1.2350960961969382,0.8824436941098722,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.9538001680390206,-0.7367398381767837,1,1,0,0,-1.3792550317444587,-0.8883463275152893,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
-0.6344131659863683,-0.1110886170641073,1,1,1,0,1.0714468725633923,-1.4786096680570098,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.5777128636352956,-1.246810464453023,1,0,1,0,-0.8026192895543761,1.4727070346515927,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
-1.649786443297235,0.4870278103969426,0,0,1,0,0.0623343237307478,1.4727070346515927,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0.4702663251393285,0.6792367097709153,1,0,1,0,-0.8026192895543761,1.4727070346515927,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.6152576808278827,1.2130564189524402,0,0,1,0,-0.5143014184593349,-0.2980829869735688,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0.0307053269715084,0.0242311392720394,1,0,1,0,1.359764743658434,-1.4786096680570098,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
-0.7888850076942068,-0.0630644185530187,1,0,0,0,-0.3701424829118142,-0.8883463275152893,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1.732257316490257,1.0454503276862317,1,0,0,0,1.5039236792059545,-1.4786096680570098,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
-1.6360277047313878,-0.3729752905392819,1,0,1,0,-0.8026192895543761,-0.2980829869735688,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
-0.4144442866076926,-1.6635232216179232,1,0,1,0,1.6480826147534753,1.4727070346515927,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1.270934905753026,-0.7231405993453981,1,0,1,0,-1.2350960961969382,-0.2980829869735688,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0.5167160218949713,0.0315266091841208,1,0,1,0,0.0623343237307478,-1.4786096680570098,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1.1849393011925045,-1.355837209250238,1,0,1,0,-1.6675729028395,1.4727070346515927,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
-0.1728570241426692,-0.5445568092634927,1,0,0,0,1.2156058081109131,0.8824436941098722,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-1.2124232152350145,-1.6204316576100386,1,0,1,0,-0.0818246118167728,-1.4786096680570098,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0.3412955937043962,-0.8028216182433077,1,0,1,0,-1.0909371606494176,-0.2980829869735688,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1.0401516020452113,-0.8800190729158277,1,0,1,0,0.0623343237307478,-0.8883463275152893,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
-1.1877663277645762,0.2755885352499903,1,0,1,0,1.359764743658434,-0.8883463275152893,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.6932074269465288,0.7605734381524175,1,0,1,0,1.5039236792059545,-0.8883463275152893,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
-1.281032016293462,-1.4652778814183518,1,0,1,0,-1.3792550317444587,0.2921803535681517,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
-0.8483887611723143,-1.6789420161838824,1,0,1,1,1.359764743658434,-1.4786096680570098,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
-0.5270922143535781,1.4596105327305926,1,0,1,1,1.359764743658434,0.2921803535681517,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
-0.5096147092280978,-0.5080880831899794,0,0,1,0,0.2064932592782685,-1.4786096680570098,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
-0.9841516487907416,1.7163748549909017,1,0,1,0,0.7831290014683512,-0.2980829869735688,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1.3686973016884485,0.7092809381086117,1,0,1,1,1.0714468725633923,-1.4786096680570098,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0.444500087044159,-0.5649082383326557,0,0,1,1,-0.3701424829118142,-1.4786096680570098,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.2366294088182111,1.3620961429364844,0,0,1,0,-1.5234139672919795,-0.8883463275152893,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.0972140365957165,-0.1066906387483137,1,0,1,0,0.7831290014683512,0.8824436941098722,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0.3031276528704879,1.4305752523594604,1,0,1,0,0.927287937015872,-0.2980829869735688,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
-0.2929459735317984,0.0429527293182907,1,0,1,0,0.927287937015872,-1.4786096680570098,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0.9549095186637516,0.9976330928605924,1,0,1,0,-0.9467782251018968,-1.4786096680570098,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
-0.9701556905944484,-0.8058570856298947,0,0,1,0,-0.3701424829118142,-0.2980829869735688,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0.4345263969935106,-0.3069538748810141,1,0,0,0,1.359764743658434,-1.4786096680570098,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
-1.0594653929332556,1.3701504796952126,0,0,0,0,-0.9467782251018968,-0.2980829869735688,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1.017308747042887,0.5817395669505945,1,0,1,0,0.7831290014683512,0.8824436941098722,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
-0.284524676650978,0.0724105605472147,1,0,1,0,-0.3701424829118142,-0.2980829869735688,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
-0.139981174182085,-0.8458700648167237,1,0,1,1,0.4948111303733098,0.8824436941098722,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
-0.6225207877482919,-1.3078043872522558,0,0,1,1,-1.6675729028395,-1.4786096680570098,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
-0.0119523442209813,-1.0064911316990248,1,0,1,0,1.0714468725633923,1.4727070346515927,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1.6822318826580434,0.6153711658360758,1,0,1,0,1.5039236792059545,-0.8883463275152893,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
-0.7654002642800883,0.1909231409275144,1,0,0,1,-0.5143014184593349,-0.2980829869735688,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
-0.3202925129886129,-0.3883164737231976,1,0,1,0,0.7831290014683512,0.2921803535681517,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.6816778552020751,-0.8567529052765896,1,0,1,0,-1.5234139672919795,-0.8883463275152893,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1.098134359069285,-1.3822250791450004,1,0,0,1,0.3506521948257892,0.8824436941098722,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0.8320297500929091,-0.8703435206210816,1,0,1,0,-0.5143014184593349,-0.8883463275152893,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0.964639012036,-0.5202299527363279,1,0,1,0,1.0714468725633923,-0.2980829869735688,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
-1.2905347556071962,1.5610313620875536,1,0,1,0,1.2156058081109131,-0.2980829869735688,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
-0.9513176611178829,1.0127328184114834,1,0,1,0,1.2156058081109131,-0.8883463275152893,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1.3429136209733934,0.4685476779837155,0,0,1,0,0.927287937015872,-0.8883463275152893,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1.618597716791,0.5574213339103232,0,0,1,0,1.2156058081109131,0.2921803535681517,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
